,ID,well,campo,Socio,E_Brent,tipo_costo,P_D,VPN_Basica,VPN_incremental,VPN_Total,capex_T,capex_B,capex_I,opex_B,opex_T,opex_I,volumen_B_LE,volumen_I_LE,volumen_T_LE,LE_year_B,LE_year_T,LE_year_I,lc_B,dc_B,lc_T,dc_T,lc_I,dc_I,EFI_Total,payout_T,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b,fixed_costs,Gross_fluid,productor_well,ingreso,costo_variable,MCM
198,198,NW9NA,CANO_RONDON,sin_socio,80,probable,0.2,0,16139.4,16139.4,8310.2582,0,8310.2582,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,13.8257,1.5641,13.8274,3.037370295,4,677.4871732,6548.363862,3750.405915,27257.9175,142.2605927,0,596.885,343.164,0,0,0
199,199,NW9NA,CANO_RONDON,sin_socio,90,probable,0.2,0,18771.4582,18771.4582,8310.2582,0,8310.2582,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,13.8257,1.5641,13.8274,3.609149676,4,677.4871732,6548.363862,4862.567131,31002.13694,142.2605927,0,596.885,343.164,0,0,0
200,200,NW9NA,CANO_RONDON,sin_socio,50,optimista,-0.2,0,1316.7382,1316.7382,16511.9961,0,16511.9961,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,27.4709,1.5641,27.4742,0.168646516,50,677.4871732,13011.2153,877.557959,16025.25919,142.2605927,0,596.885,343.164,0,0,0
201,201,NW9NA,CANO_RONDON,sin_socio,60,optimista,-0.2,0,4632.6082,4632.6082,16511.9961,0,16511.9961,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,27.4709,1.5641,27.4742,0.456415133,7,677.4871732,13011.2153,1305.907318,19769.47863,142.2605927,0,596.885,343.164,0,0,0
202,202,NW9NA,CANO_RONDON,sin_socio,70,optimista,-0.2,0,7948.4783,7948.4783,16511.9961,0,16511.9961,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,27.4709,1.5641,27.4742,0.74418375,4,677.4871732,13011.2153,1734.256677,23513.69807,142.2605927,0,596.885,343.164,0,0,0
203,203,NW9NA,CANO_RONDON,sin_socio,80,optimista,-0.2,0,11264.3484,11264.3484,16511.9961,0,16511.9961,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,27.4709,1.5641,27.4742,1.031952368,4,677.4871732,13011.2153,2162.606037,27257.9175,142.2605927,0,596.885,343.164,0,0,0
204,204,NW9NA,CANO_RONDON,sin_socio,90,optimista,-0.2,0,14082.6968,14082.6968,16511.9961,0,16511.9961,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,27.4709,1.5641,27.4742,1.319720985,4,677.4871732,13011.2153,3088.477063,31002.13694,142.2605927,0,596.885,343.164,0,0,0
205,205,NW9NA,CANO_RONDON,sin_socio,50,optimista,-0.1,0,2401.0061,2401.0061,15135.9964,0,15135.9964,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,25.1816,1.5641,25.1847,0.274887108,7,677.4871732,11926.94736,877.557959,16025.25919,142.2605927,0,596.885,343.164,0,0,0
206,206,NW9NA,CANO_RONDON,sin_socio,60,optimista,-0.1,0,5716.8762,5716.8762,15135.9964,0,15135.9964,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,25.1816,1.5641,25.1847,0.588816509,4,677.4871732,11926.94736,1305.907318,19769.47863,142.2605927,0,596.885,343.164,0,0,0
207,207,NW9NA,CANO_RONDON,sin_socio,70,optimista,-0.1,0,9032.7463,9032.7463,15135.9964,0,15135.9964,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,25.1816,1.5641,25.1847,0.90274591,4,677.4871732,11926.94736,1734.256677,23513.69807,142.2605927,0,596.885,343.164,0,0,0
208,208,NW9NA,CANO_RONDON,sin_socio,80,optimista,-0.1,0,12229.1509,12229.1509,15135.9964,0,15135.9964,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,25.1816,1.5641,25.1847,1.21667531,4,677.4871732,11926.94736,2282.071441,27257.9175,142.2605927,0,596.885,343.164,0,0,0
209,209,NW9NA,CANO_RONDON,sin_socio,90,optimista,-0.1,0,14869.3269,14869.3269,15135.9964,0,15135.9964,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,25.1816,1.5641,25.1847,1.530604711,4,677.4871732,11926.94736,3386.114879,31002.13694,142.2605927,0,596.885,343.164,0,0,0
210,210,NW9NA,CANO_RONDON,sin_socio,50,optimista,0,0,3485.274,3485.274,13759.9967,0,13759.9967,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,22.8924,1.5641,22.8952,0.402375819,7,677.4871732,10842.67942,877.557959,16025.25919,142.2605927,0,596.885,343.164,0,0,0
211,211,NW9NA,CANO_RONDON,sin_socio,60,optimista,0,0,6801.1441,6801.1441,13759.9967,0,13759.9967,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,22.8924,1.5641,22.8952,0.74769816,4,677.4871732,10842.67942,1305.907318,19769.47863,142.2605927,0,596.885,343.164,0,0,0
212,212,NW9NA,CANO_RONDON,sin_socio,70,optimista,0,0,10117.0142,10117.0142,13759.9967,0,13759.9967,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,22.8924,1.5641,22.8952,1.093020501,4,677.4871732,10842.67942,1734.256677,23513.69807,142.2605927,0,596.885,343.164,0,0,0
213,213,NW9NA,CANO_RONDON,sin_socio,80,optimista,0,0,13023.8988,13023.8988,13759.9967,0,13759.9967,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,22.8924,1.5641,22.8952,1.438342841,4,677.4871732,10842.67942,2571.591479,27257.9175,142.2605927,0,596.885,343.164,0,0,0
214,214,NW9NA,CANO_RONDON,sin_socio,90,optimista,0,0,15655.9571,15655.9571,13759.9967,0,13759.9967,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,22.8924,1.5641,22.8952,1.783665182,4,677.4871732,10842.67942,3683.752695,31002.13694,142.2605927,0,596.885,343.164,0,0,0
215,215,NW9NA,CANO_RONDON,sin_socio,50,optimista,0.1,0,4569.542,4569.542,12383.997,0,12383.997,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,20.6032,1.5641,20.6057,0.558195354,4,677.4871732,9758.411476,877.557959,16025.25919,142.2605927,0,596.885,343.164,0,0,0
216,216,NW9NA,CANO_RONDON,sin_socio,60,optimista,0.1,0,7885.4121,7885.4121,12383.997,0,12383.997,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,20.6032,1.5641,20.6057,0.941886844,4,677.4871732,9758.411476,1305.907318,19769.47863,142.2605927,0,596.885,343.164,0,0,0
217,217,NW9NA,CANO_RONDON,sin_socio,70,optimista,0.1,0,11149.8479,11149.8479,12383.997,0,12383.997,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,20.6032,1.5641,20.6057,1.325578334,4,677.4871732,9758.411476,1785.690936,23513.69807,142.2605927,0,596.885,343.164,0,0,0
218,218,NW9NA,CANO_RONDON,sin_socio,80,optimista,0.1,0,13810.529,13810.529,12383.997,0,12383.997,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,20.6032,1.5641,20.6057,1.709269824,4,677.4871732,9758.411476,2869.229295,27257.9175,142.2605927,0,596.885,343.164,0,0,0
219,219,NW9NA,CANO_RONDON,sin_socio,90,optimista,0.1,0,16442.5872,16442.5872,12383.997,0,12383.997,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,20.6032,1.5641,20.6057,2.092961314,4,677.4871732,9758.411476,3981.390511,31002.13694,142.2605927,0,596.885,343.164,0,0,0
220,220,NW9NA,CANO_RONDON,sin_socio,50,optimista,0.2,0,5653.8099,5653.8099,11007.9974,0,11007.9974,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,18.3139,1.5641,18.3161,0.752969774,4,677.4871732,8674.143534,877.557959,16025.25919,142.2605927,0,596.885,343.164,0,0,0
221,221,NW9NA,CANO_RONDON,sin_socio,60,optimista,0.2,0,8969.68,8969.68,11007.9974,0,11007.9974,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,18.3139,1.5641,18.3161,1.1846227,4,677.4871732,8674.143534,1305.907318,19769.47863,142.2605927,0,596.885,343.164,0,0,0
222,222,NW9NA,CANO_RONDON,sin_socio,70,optimista,0.2,0,11965.1009,11965.1009,11007.9974,0,11007.9974,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,18.3139,1.5641,18.3161,1.616275626,4,677.4871732,8674.143534,2054.705895,23513.69807,142.2605927,0,596.885,343.164,0,0,0
223,223,NW9NA,CANO_RONDON,sin_socio,80,optimista,0.2,0,14597.1591,14597.1591,11007.9974,0,11007.9974,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,18.3139,1.5641,18.3161,2.047928552,4,677.4871732,8674.143534,3166.867111,27257.9175,142.2605927,0,596.885,343.164,0,0,0
224,224,NW9NA,CANO_RONDON,sin_socio,90,optimista,0.2,0,17229.2173,17229.2173,11007.9974,0,11007.9974,0,940.049,940.049,0,0.480858247,0.480858247,2022,2028,2028,0,0,1.564,18.3139,1.5641,18.3161,2.479581478,4,677.4871732,8674.143534,4279.028326,31002.13694,142.2605927,0,596.885,343.164,0,0,0
225,225,NW9NA,CANO_RONDON,con_socio,50,pesimista,-0.2,0,5760.935,5760.935,10261.8705,0,10261.8705,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.0726,1.5627,17.0594,1.177696158,4,440.3666626,5256.03407,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
226,226,NW9NA,CANO_RONDON,con_socio,60,pesimista,-0.2,0,8239.5479,8239.5479,10261.8705,0,10261.8705,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.0726,1.5627,17.0594,1.710189667,4,440.3666626,5256.03407,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
227,227,NW9NA,CANO_RONDON,con_socio,70,pesimista,-0.2,0,10718.1608,10718.1608,10261.8705,0,10261.8705,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.0726,1.5627,17.0594,2.242683177,4,440.3666626,5256.03407,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
228,228,NW9NA,CANO_RONDON,con_socio,80,pesimista,-0.2,0,13192.5327,13192.5327,10261.8705,0,10261.8705,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.0726,1.5627,17.0594,2.775176687,4,440.3666626,5256.03407,1393.890525,20375.29333,92.46938525,0,596.885,343.164,0,0,0
229,229,NW9NA,CANO_RONDON,con_socio,90,pesimista,-0.2,0,15201.6169,15201.6169,10261.8705,0,10261.8705,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.0726,1.5627,17.0594,3.307670197,4,440.3666626,5256.03407,2183.610338,23174.09736,92.46938525,0,596.885,343.164,0,0,0
230,230,NW9NA,CANO_RONDON,con_socio,50,pesimista,-0.1,0,6198.9378,6198.9378,9406.7146,0,9406.7146,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.6499,1.5627,15.6378,1.375668536,4,440.3666626,4818.031231,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
231,231,NW9NA,CANO_RONDON,con_socio,60,pesimista,-0.1,0,8677.5507,8677.5507,9406.7146,0,9406.7146,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.6499,1.5627,15.6378,1.956570546,4,440.3666626,4818.031231,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
232,232,NW9NA,CANO_RONDON,con_socio,70,pesimista,-0.1,0,11156.1636,11156.1636,9406.7146,0,9406.7146,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.6499,1.5627,15.6378,2.537472557,4,440.3666626,4818.031231,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
233,233,NW9NA,CANO_RONDON,con_socio,80,pesimista,-0.1,0,13487.1804,13487.1804,9406.7146,0,9406.7146,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.6499,1.5627,15.6378,3.118374568,4,440.3666626,4818.031231,1537.245691,20375.29333,92.46938525,0,596.885,343.164,0,0,0
234,234,NW9NA,CANO_RONDON,con_socio,90,pesimista,-0.1,0,15454.6439,15454.6439,9406.7146,0,9406.7146,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.6499,1.5627,15.6378,3.699276578,4,440.3666626,4818.031231,2368.5862,23174.09736,92.46938525,0,596.885,343.164,0,0,0
235,235,NW9NA,CANO_RONDON,con_socio,50,pesimista,0,0,6636.9407,6636.9407,8551.5587,0,8551.5587,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,14.2272,1.5627,14.2161,1.613235389,4,440.3666626,4380.028392,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
236,236,NW9NA,CANO_RONDON,con_socio,60,pesimista,0,0,9115.5536,9115.5536,8551.5587,0,8551.5587,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,14.2272,1.5627,14.2161,2.252227601,4,440.3666626,4380.028392,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
237,237,NW9NA,CANO_RONDON,con_socio,70,pesimista,0,0,11594.1664,11594.1664,8551.5587,0,8551.5587,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,14.2272,1.5627,14.2161,2.891219813,4,440.3666626,4380.028392,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
238,238,NW9NA,CANO_RONDON,con_socio,80,pesimista,0,0,13740.2073,13740.2073,8551.5587,0,8551.5587,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,14.2272,1.5627,14.2161,3.530212024,4,440.3666626,4380.028392,1722.221554,20375.29333,92.46938525,0,596.885,343.164,0,0,0
239,239,NW9NA,CANO_RONDON,con_socio,90,pesimista,0,0,15707.6709,15707.6709,8551.5587,0,8551.5587,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,14.2272,1.5627,14.2161,4.169204236,4,440.3666626,4380.028392,2553.562062,23174.09736,92.46938525,0,596.885,343.164,0,0,0
240,240,NW9NA,CANO_RONDON,con_socio,50,pesimista,0.1,0,7074.9435,7074.9435,7696.4028,0,7696.4028,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,12.8044,1.5627,12.7945,1.903594877,4,440.3666626,3942.025553,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
241,241,NW9NA,CANO_RONDON,con_socio,60,pesimista,0.1,0,9553.5564,9553.5564,7696.4028,0,7696.4028,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,12.8044,1.5627,12.7945,2.613586223,4,440.3666626,3942.025553,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
242,242,NW9NA,CANO_RONDON,con_socio,70,pesimista,0.1,0,12003.1329,12003.1329,7696.4028,0,7696.4028,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,12.8044,1.5627,12.7945,3.323577569,4,440.3666626,3942.025553,1098.494808,17576.48931,92.46938525,0,596.885,343.164,0,0,0
243,243,NW9NA,CANO_RONDON,con_socio,80,pesimista,0.1,0,13993.2343,13993.2343,7696.4028,0,7696.4028,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,12.8044,1.5627,12.7945,4.033568916,4,440.3666626,3942.025553,1907.197416,20375.29333,92.46938525,0,596.885,343.164,0,0,0
244,244,NW9NA,CANO_RONDON,con_socio,90,pesimista,0.1,0,15960.6978,15960.6978,7696.4028,0,7696.4028,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,12.8044,1.5627,12.7945,4.743560262,4,440.3666626,3942.025553,2738.537925,23174.09736,92.46938525,0,596.885,343.164,0,0,0
245,245,NW9NA,CANO_RONDON,con_socio,50,pesimista,0.2,0,7512.9463,7512.9463,6841.247,0,6841.247,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,11.3817,1.5627,11.3729,2.266544236,4,440.3666626,3504.022713,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
246,246,NW9NA,CANO_RONDON,con_socio,60,pesimista,0.2,0,9991.5592,9991.5592,6841.247,0,6841.247,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,11.3817,1.5627,11.3729,3.065284501,4,440.3666626,3504.022713,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
247,247,NW9NA,CANO_RONDON,con_socio,70,pesimista,0.2,0,12278.7978,12278.7978,6841.247,0,6841.247,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,11.3817,1.5627,11.3729,3.864024766,4,440.3666626,3504.022713,1260.832769,17576.48931,92.46938525,0,596.885,343.164,0,0,0
248,248,NW9NA,CANO_RONDON,con_socio,80,pesimista,0.2,0,14246.2613,14246.2613,6841.247,0,6841.247,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,11.3817,1.5627,11.3729,4.66276503,4,440.3666626,3504.022713,2092.173278,20375.29333,92.46938525,0,596.885,343.164,0,0,0
249,249,NW9NA,CANO_RONDON,con_socio,90,pesimista,0.2,0,16213.7248,16213.7248,6841.247,0,6841.247,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,11.3817,1.5627,11.3729,5.461505295,4,440.3666626,3504.022713,2923.513787,23174.09736,92.46938525,0,596.885,343.164,0,0,0
250,250,NW9NA,CANO_RONDON,con_socio,50,probable,-0.2,0,4632.3143,4632.3143,12465.3873,0,12465.3873,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,20.7386,1.5627,20.7225,0.792743009,4,440.3666626,6384.654766,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
251,251,NW9NA,CANO_RONDON,con_socio,60,probable,-0.2,0,7110.9272,7110.9272,12465.3873,0,12465.3873,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,20.7386,1.5627,20.7225,1.231107202,4,440.3666626,6384.654766,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
252,252,NW9NA,CANO_RONDON,con_socio,70,probable,-0.2,0,9589.5401,9589.5401,12465.3873,0,12465.3873,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,20.7386,1.5627,20.7225,1.669471394,4,440.3666626,6384.654766,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
253,253,NW9NA,CANO_RONDON,con_socio,80,probable,-0.2,0,12068.1529,12068.1529,12465.3873,0,12465.3873,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,20.7386,1.5627,20.7225,2.107835586,4,440.3666626,6384.654766,1389.649575,20375.29333,92.46938525,0,596.885,343.164,0,0,0
254,254,NW9NA,CANO_RONDON,con_socio,90,probable,-0.2,0,14522.9765,14522.9765,12465.3873,0,12465.3873,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,20.7386,1.5627,20.7225,2.546199779,4,440.3666626,6384.654766,1733.630034,23174.09736,92.46938525,0,596.885,343.164,0,0,0
255,255,NW9NA,CANO_RONDON,con_socio,50,probable,-0.1,0,5164.3689,5164.3689,11426.605,0,11426.605,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,19.0104,1.5627,18.9956,0.955719647,4,440.3666626,5852.600202,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
256,256,NW9NA,CANO_RONDON,con_socio,60,probable,-0.1,0,7642.9817,7642.9817,11426.605,0,11426.605,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,19.0104,1.5627,18.9956,1.433935129,4,440.3666626,5852.600202,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
257,257,NW9NA,CANO_RONDON,con_socio,70,probable,-0.1,0,10121.5946,10121.5946,11426.605,0,11426.605,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,19.0104,1.5627,18.9956,1.912150612,4,440.3666626,5852.600202,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
258,258,NW9NA,CANO_RONDON,con_socio,80,probable,-0.1,0,12600.2075,12600.2075,11426.605,0,11426.605,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,19.0104,1.5627,18.9956,2.390366094,4,440.3666626,5852.600202,1389.649575,20375.29333,92.46938525,0,596.885,343.164,0,0,0
259,259,NW9NA,CANO_RONDON,con_socio,90,probable,-0.1,0,14856.9905,14856.9905,11426.605,0,11426.605,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,19.0104,1.5627,18.9956,2.868581577,4,440.3666626,5852.600202,1931.670567,23174.09736,92.46938525,0,596.885,343.164,0,0,0
260,260,NW9NA,CANO_RONDON,con_socio,50,probable,0,0,5696.4234,5696.4234,10387.8227,0,10387.8227,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.2821,1.5627,17.2688,1.151291611,4,440.3666626,5320.545638,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
261,261,NW9NA,CANO_RONDON,con_socio,60,probable,0,0,8175.0363,8175.0363,10387.8227,0,10387.8227,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.2821,1.5627,17.2688,1.677328642,4,440.3666626,5320.545638,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
262,262,NW9NA,CANO_RONDON,con_socio,70,probable,0,0,10653.6492,10653.6492,10387.8227,0,10387.8227,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.2821,1.5627,17.2688,2.203365673,4,440.3666626,5320.545638,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
263,263,NW9NA,CANO_RONDON,con_socio,80,probable,0,0,13132.2621,13132.2621,10387.8227,0,10387.8227,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.2821,1.5627,17.2688,2.729402703,4,440.3666626,5320.545638,1389.649575,20375.29333,92.46938525,0,596.885,343.164,0,0,0
264,264,NW9NA,CANO_RONDON,con_socio,90,probable,0,0,15164.3496,15164.3496,10387.8227,0,10387.8227,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,17.2821,1.5627,17.2688,3.255439734,4,440.3666626,5320.545638,2156.366033,23174.09736,92.46938525,0,596.885,343.164,0,0,0
265,265,NW9NA,CANO_RONDON,con_socio,50,probable,0.1,0,6228.478,6228.478,9349.0404,0,9349.0404,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.5539,1.5627,15.5419,1.390324012,4,440.3666626,4788.491074,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
266,266,NW9NA,CANO_RONDON,con_socio,60,probable,0.1,0,8707.0909,8707.0909,9349.0404,0,9349.0404,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.5539,1.5627,15.5419,1.974809602,4,440.3666626,4788.491074,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
267,267,NW9NA,CANO_RONDON,con_socio,70,probable,0.1,0,11185.7038,11185.7038,9349.0404,0,9349.0404,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.5539,1.5627,15.5419,2.559295192,4,440.3666626,4788.491074,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
268,268,NW9NA,CANO_RONDON,con_socio,80,probable,0.1,0,13504.2452,13504.2452,9349.0404,0,9349.0404,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.5539,1.5627,15.5419,3.143780782,4,440.3666626,4788.491074,1549.720989,20375.29333,92.46938525,0,596.885,343.164,0,0,0
269,269,NW9NA,CANO_RONDON,con_socio,90,probable,0.1,0,15471.7087,15471.7087,9349.0404,0,9349.0404,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,15.5539,1.5627,15.5419,3.728266371,4,440.3666626,4788.491074,2381.061498,23174.09736,92.46938525,0,596.885,343.164,0,0,0
270,270,NW9NA,CANO_RONDON,con_socio,50,probable,0.2,0,6760.5326,6760.5326,8310.2582,0,8310.2582,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,13.8257,1.5627,13.815,1.689114514,4,440.3666626,4256.436511,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
271,271,NW9NA,CANO_RONDON,con_socio,60,probable,0.2,0,9239.1454,9239.1454,8310.2582,0,8310.2582,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,13.8257,1.5627,13.815,2.346660802,4,440.3666626,4256.436511,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
272,272,NW9NA,CANO_RONDON,con_socio,70,probable,0.2,0,11717.7583,11717.7583,8310.2582,0,8310.2582,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,13.8257,1.5627,13.815,3.004207091,4,440.3666626,4256.436511,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
273,273,NW9NA,CANO_RONDON,con_socio,80,probable,0.2,0,13811.6043,13811.6043,8310.2582,0,8310.2582,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,13.8257,1.5627,13.815,3.661753379,4,440.3666626,4256.436511,1774.416455,20375.29333,92.46938525,0,596.885,343.164,0,0,0
274,274,NW9NA,CANO_RONDON,con_socio,90,probable,0.2,0,15779.0678,15779.0678,8310.2582,0,8310.2582,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,13.8257,1.5627,13.815,4.319299668,4,440.3666626,4256.436511,2605.756963,23174.09736,92.46938525,0,596.885,343.164,0,0,0
275,275,NW9NA,CANO_RONDON,con_socio,50,optimista,-0.2,0,2559.6791,2559.6791,16511.9961,0,16511.9961,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,27.4709,1.5627,27.4496,0.353393968,7,440.3666626,8457.289946,429.076137,11978.88125,92.46938525,0,596.885,343.164,0,0,0
276,276,NW9NA,CANO_RONDON,con_socio,60,optimista,-0.2,0,5038.292,5038.292,16511.9961,0,16511.9961,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,27.4709,1.5627,27.4496,0.684327878,4,440.3666626,8457.289946,749.267283,14777.68528,92.46938525,0,596.885,343.164,0,0,0
277,277,NW9NA,CANO_RONDON,con_socio,70,optimista,-0.2,0,7516.9049,7516.9049,16511.9961,0,16511.9961,0,940.049,940.049,0,0.359441539,0.359441539,2022,2028,2028,0,0,1.564,27.4709,1.5627,27.4496,1.015261788,4,440.3666626,8457.289946,1069.458429,17576.48931,92.46938525,0,596.885,343.164,0,0,0
